0.000000 	 0.000000 	 14.000000 	 15.000000
10.000000 	 70.000000 	 14.000000 	 15.000000
20.000000 	 70.000000 	 14.000000 	 15.278471
30.000000 	 70.000000 	 14.000000 	 15.551544
40.000000 	 70.000000 	 14.000000 	 15.819324
50.000000 	 70.000000 	 14.000000 	 16.081913
60.000000 	 70.000000 	 14.000000 	 16.339413
70.000000 	 70.000000 	 14.000000 	 16.591921
80.000000 	 70.000000 	 14.000000 	 16.839535
90.000000 	 70.000000 	 14.000000 	 17.082348
100.000000 	 70.000000 	 14.000000 	 17.320456
110.000000 	 70.000000 	 14.000000 	 17.553947
120.000000 	 70.000000 	 14.000000 	 17.782913
130.000000 	 70.000000 	 14.000000 	 18.007441
140.000000 	 70.000000 	 14.000000 	 18.227617
150.000000 	 70.000000 	 14.000000 	 18.443525
160.000000 	 70.000000 	 14.000000 	 18.655249
170.000000 	 70.000000 	 14.000000 	 18.862867
180.000000 	 70.000000 	 14.000000 	 19.066462
190.000000 	 70.000000 	 14.000000 	 19.266109
200.000000 	 70.000000 	 14.000000 	 19.461887
210.000000 	 70.000000 	 14.000000 	 19.653872
220.000000 	 70.000000 	 14.000000 	 19.842134
230.000000 	 70.000000 	 14.000000 	 20.026749
240.000000 	 70.000000 	 14.000000 	 20.207783
250.000000 	 70.000000 	 14.000000 	 20.385309
260.000000 	 70.000000 	 14.000000 	 20.559393
270.000000 	 70.000000 	 14.000000 	 20.730103
280.000000 	 70.000000 	 14.000000 	 20.897505
290.000000 	 70.000000 	 14.000000 	 21.061661
300.000000 	 70.000000 	 14.000000 	 21.222635
